MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_PERFORMANCE,INCOME_TO_FEE_RATIO,DAYS_STAY,START_YEAR,START_MONTH,START_DAY,START_YEAR_AGE_COMBINED,TARGET
17.0,125017.09,Unknown,M,600000.0,1.0,TYPE-A,50.0,0.0,ANNUAL,3,0.20836181666666667,33,2013,11,29,100650.0,0
9.0,600000.0,M,M,9999996.0,1.0,TYPE-B,47.0,2.0,ANNUAL,3,0.0600000240000096,1559,2009,9,25,94423.0,0
32.0,100000.0,M,M,549996.0,6.0,TYPE-B,62.0,2.0,ANNUAL,3,0.1818195041418483,1405,2010,2,26,124620.0,1
17.0,123744.52,Unknown,F,549996.0,6.0,TYPE-A,67.0,3.0,SEMI-ANNUAL,3,0.2249916726667103,277,2013,3,30,134871.0,0
22.0,150000.35,M,M,1200000.0,1.0,TYPE-A,63.0,1.0,ANNUAL,3,0.12500029166666668,187,2013,6,28,126819.0,0
27.0,150001.2,Unknown,Unknown,549996.0,1.0,TYPE-B,58.0,0.0,MONTHLY,1,0.2727314380468222,1372,2010,3,31,116580.0,1
12.0,100000.0,M,M,249996.0,1.0,TYPE-B,45.0,2.0,ANNUAL,0,0.4000064001024016,601,2012,5,10,90540.0,1
30.0,200000.0,M,F,350004.0,1.0,TYPE-B,55.0,1.0,SEMI-ANNUAL,0,0.5714220408909613,1989,2008,7,22,110440.0,0
19.0,1224164.0,M,F,999996.0,1.0,TYPE-B,75.0,1.0,ANNUAL,3,1.2241688966755866,1251,2010,7,30,150750.0,1
12.0,250000.0,M,F,1500000.0,2.0,TYPE-B,44.0,1.0,ANNUAL,1,0.16666666666666666,93,2013,9,30,88572.0,0
12.0,100000.0,M,M,450000.0,1.0,TYPE-B,61.0,2.0,ANNUAL,2,0.2222222222222222,1839,2008,12,19,122488.0,0
17.0,105192.84,M,M,750000.0,1.0,TYPE-A,54.0,3.0,MONTHLY,3,0.14025711999999999,217,2013,5,29,108702.0,0
37.0,199980.0,M,F,800004.0,1.0,TYPE-B,48.0,2.0,ANNUAL,1,0.24997375013124934,1769,2009,2,27,96432.0,1
48.0,200022.53,Unknown,M,1899996.0,1.0,TYPE-A,59.0,1.0,ANNUAL,0,0.10527523742155247,947,2011,5,30,118649.0,1
17.0,100000.0,M,M,600000.0,1.0,TYPE-B,39.0,1.0,ANNUAL,0,0.16666666666666666,1526,2009,10,28,78351.0,1
32.0,134999.97,Unknown,M,300000.0,1.0,TYPE-A,58.0,1.0,ANNUAL,2,0.4499999,222,2013,5,24,116754.0,0
43.0,1000000.0,S,M,699996.0,1.0,TYPE-B,52.0,0.0,SINGLE-PREMIUM,1,1.4285795918833821,1384,2010,3,19,104520.0,0
92.0,103192.63,Unknown,M,549996.0,6.0,TYPE-A,84.0,0.0,ANNUAL,1,0.1876243281769322,215,2013,5,31,169092.0,0
74.0,100000.0,S,F,549996.0,6.0,TYPE-B,19.0,0.0,ANNUAL,3,0.1818195041418483,1395,2010,3,8,38190.0,0
29.0,108000.84,M,M,500004.0,1.0,TYPE-B,61.0,2.0,MONTHLY,2,0.215999952000384,1420,2010,2,11,122610.0,1
17.0,103090.01,Unknown,M,549996.0,6.0,TYPE-A,76.0,2.0,ANNUAL,3,0.1874377450017818,33,2013,11,29,152988.0,0
45.0,1000000.0,M,M,1200000.0,1.0,TYPE-B,49.0,1.0,ANNUAL,2,0.8333333333333334,1219,2010,8,31,98490.0,1
12.0,199999.99,W,M,300000.0,2.0,TYPE-B,59.0,0.0,ANNUAL,1,0.6666666333333333,652,2012,3,20,118708.0,1
17.0,132920.52,M,F,799992.0,1.0,TYPE-A,43.0,2.0,MONTHLY,3,0.16615231152311521,43,2013,11,19,86559.0,0
27.0,100000.0,M,M,300000.0,1.0,TYPE-B,30.0,3.0,ANNUAL,0,0.3333333333333333,1380,2010,3,23,60300.0,0
12.0,100000.0,Unknown,F,289008.0,2.0,TYPE-B,38.0,0.0,ANNUAL,2,0.3460111830814372,736,2011,12,27,76418.0,1
12.0,1000000.0,M,M,1200000.0,2.0,TYPE-B,39.0,2.0,ANNUAL,2,0.8333333333333334,674,2012,2,27,78468.0,1
101.0,113882.5,Unknown,F,325500.0,2.0,TYPE-A,62.0,0.0,ANNUAL,0,0.3498694316436252,519,2012,7,31,124744.0,0
17.0,120001.92,M,F,499992.0,2.0,TYPE-A,41.0,2.0,MONTHLY,3,0.24000768012288196,65,2013,10,28,82533.0,0
12.0,100000.0,Unknown,M,499992.0,1.0,TYPE-B,59.0,0.0,SEMI-ANNUAL,3,0.2000032000512008,642,2012,3,30,118708.0,1
27.0,100003.21,M,M,450000.0,1.0,TYPE-A,48.0,2.0,ANNUAL,2,0.22222935555555556,678,2012,2,23,96576.0,0
54.0,325069.79,Unknown,F,549996.0,6.0,TYPE-A,73.0,2.0,ANNUAL,3,0.5910402802929475,586,2012,5,25,146876.0,1
12.0,175000.0,Unknown,M,1599996.0,2.0,TYPE-B,70.0,0.0,ANNUAL,1,0.1093752734381836,276,2013,3,31,140910.0,0
12.0,100000.0,Unknown,F,549996.0,1.0,TYPE-B,47.0,0.0,ANNUAL,2,0.1818195041418483,1077,2011,1,20,94517.0,0
22.0,100000.0,M,M,210000.0,1.0,TYPE-B,47.0,2.0,SEMI-ANNUAL,0,0.47619047619047616,1449,2010,1,13,94470.0,1
30.0,100000.0,M,M,650004.0,1.0,TYPE-B,64.0,1.0,ANNUAL,2,0.1538452071064178,1219,2010,8,31,128640.0,1
27.0,125046.52,M,M,2019864.0,2.0,TYPE-A,38.0,1.0,ANNUAL,0,0.06190838591113065,86,2013,10,7,76494.0,0
17.0,120639.6,Unknown,M,450000.0,2.0,TYPE-A,62.0,0.0,MONTHLY,1,0.268088,296,2013,3,11,124806.0,0
17.0,100796.52,W,F,549996.0,6.0,TYPE-A,64.0,0.0,MONTHLY,3,0.18326773285623896,366,2012,12,31,128768.0,0
22.0,199999.88,Unknown,M,3000000.0,2.0,TYPE-A,80.0,0.0,ANNUAL,0,0.06666662666666667,62,2013,10,31,161040.0,0
17.0,100000.0,M,M,1400004.0,1.0,TYPE-B,38.0,2.0,ANNUAL,1,0.07142836734752187,2133,2008,2,29,76304.0,0
12.0,350000.0,Unknown,M,1500000.0,1.0,TYPE-B,54.0,0.0,ANNUAL,1,0.23333333333333334,642,2012,3,30,108648.0,1
17.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,58.0,2.0,SEMI-ANNUAL,2,0.1818195041418483,1646,2009,6,30,116522.0,0
12.0,400000.0,Unknown,M,7999992.0,2.0,TYPE-B,58.0,3.0,ANNUAL,1,0.05000005000005,93,2013,9,30,116754.0,0
48.0,107170.0,M,M,1599996.0,1.0,TYPE-B,41.0,1.0,ANNUAL,0,0.06698141745354363,1219,2010,8,31,82410.0,0
12.0,120000.84,W,F,279996.0,1.0,TYPE-B,56.0,0.0,MONTHLY,0,0.42858055115073074,1007,2011,3,31,112616.0,1
22.0,250000.0,M,M,495000.0,1.0,TYPE-B,48.0,3.0,ANNUAL,2,0.5050505050505051,898,2011,7,18,96528.0,1
12.0,100000.0,M,F,300000.0,1.0,TYPE-B,21.0,2.0,SEMI-ANNUAL,0,0.3333333333333333,1951,2008,8,29,42168.0,1
12.0,250000.0,M,M,600000.0,1.0,TYPE-B,43.0,3.0,SEMI-ANNUAL,0,0.4166666666666667,1372,2010,3,31,86430.0,0
12.0,150000.0,M,M,579996.0,1.0,TYPE-B,27.0,2.0,SEMI-ANNUAL,0,0.2586224732584363,1871,2008,11,17,54216.0,0
17.0,101000.0,S,M,360000.0,1.0,TYPE-B,28.0,0.0,ANNUAL,1,0.28055555555555556,2136,2008,2,26,56224.0,0
12.0,150000.0,Unknown,M,549996.0,1.0,TYPE-B,60.0,0.0,ANNUAL,1,0.27272925621277244,994,2011,4,13,120660.0,1
22.0,100000.0,M,M,450000.0,1.0,TYPE-B,51.0,3.0,ANNUAL,1,0.2222222222222222,1462,2009,12,31,102459.0,0
12.0,150000.0,M,M,1083324.0,1.0,TYPE-B,47.0,3.0,ANNUAL,3,0.1384627313712241,2287,2007,9,28,94329.0,0
27.0,100000.0,S,M,700008.0,1.0,TYPE-B,26.0,0.0,ANNUAL,3,0.14285551022274032,1219,2010,8,31,52260.0,1
17.0,100000.12,Unknown,F,549996.0,6.0,TYPE-A,66.0,0.0,ANNUAL,3,0.18181972232525326,400,2012,11,27,132792.0,0
17.0,100000.0,M,M,230004.0,1.0,TYPE-B,48.0,1.0,ANNUAL,1,0.4347750473904802,1462,2009,12,31,96432.0,0
37.0,130000.0,M,M,600000.0,1.0,TYPE-B,47.0,1.0,ANNUAL,1,0.21666666666666667,1898,2008,10,21,94376.0,0
27.0,338246.88,M,M,499992.0,2.0,TYPE-A,51.0,2.0,MONTHLY,3,0.6765045840733451,281,2013,3,26,102663.0,0
52.0,100000.0,S,F,300000.0,1.0,TYPE-B,43.0,0.0,ANNUAL,1,0.3333333333333333,1372,2010,3,31,86430.0,1
17.0,118203.72,M,M,600000.0,2.0,TYPE-A,57.0,3.0,MONTHLY,3,0.1970062,489,2012,8,30,114684.0,0
12.0,125000.0,S,M,249996.0,1.0,TYPE-B,24.0,0.0,ANNUAL,3,0.5000080001280021,435,2012,10,23,48288.0,0
17.0,124809.0,Unknown,F,499992.0,2.0,TYPE-A,56.0,0.0,MONTHLY,3,0.24962199395190324,104,2013,9,19,112728.0,0
25.0,400000.0,M,M,999996.0,1.0,TYPE-B,60.0,1.0,ANNUAL,1,0.4000016000064,1584,2009,8,31,120540.0,0
22.0,100000.0,M,M,699996.0,5.0,TYPE-B,34.0,1.0,ANNUAL,0,0.1428579591883382,1658,2009,6,18,68306.0,0
17.0,200000.0,M,M,2000004.0,1.0,TYPE-B,33.0,2.0,ANNUAL,0,0.0999998000004,2072,2008,4,30,66264.0,0
27.0,100000.0,M,F,450000.0,1.0,TYPE-B,33.0,1.0,ANNUAL,1,0.2222222222222222,1405,2010,2,26,66330.0,1
17.0,229979.51,M,M,699996.0,2.0,TYPE-A,44.0,3.0,ANNUAL,2,0.3285440345373402,307,2013,2,28,88572.0,0
75.0,102340.25,Unknown,M,549996.0,6.0,TYPE-A,79.0,0.0,ANNUAL,1,0.18607453508752791,217,2013,5,29,159027.0,0
22.0,100000.0,M,M,450000.0,1.0,TYPE-B,43.0,3.0,ANNUAL,0,0.2222222222222222,1462,2009,12,31,86387.0,0
22.0,106134.16,Unknown,M,249996.0,1.0,TYPE-A,56.0,0.0,ANNUAL,2,0.4245434326949231,132,2013,8,22,112728.0,0
22.0,125399.64,S,M,300000.0,1.0,TYPE-B,25.0,0.0,MONTHLY,0,0.4179988,1860,2008,11,28,50200.0,0
12.0,189999.92,M,F,499992.0,2.0,TYPE-B,48.0,2.0,ANNUAL,1,0.38000592009472156,660,2012,3,12,96576.0,1
12.0,500000.0,Unknown,M,1500000.0,2.0,TYPE-B,61.0,0.0,ANNUAL,1,0.3333333333333333,540,2012,7,10,122732.0,1
32.0,199999.69,M,M,960000.0,1.0,TYPE-A,53.0,3.0,ANNUAL,1,0.20833301041666666,276,2013,3,31,106689.0,0
22.0,206180.03,Unknown,M,600000.0,2.0,TYPE-A,8.0,3.0,ANNUAL,2,0.3436333833333333,281,2013,3,26,16104.0,0
36.0,150000.0,M,F,450000.0,1.0,TYPE-B,59.0,3.0,ANNUAL,2,0.3333333333333333,1219,2010,8,31,118590.0,0
58.0,132882.4,M,M,1200000.0,1.0,TYPE-A,46.0,2.0,ANNUAL,0,0.11073533333333332,733,2011,12,30,92506.0,0
12.0,150000.0,M,M,500004.0,1.0,TYPE-B,72.0,1.0,ANNUAL,1,0.29999760001919984,1654,2009,6,22,144648.0,0
91.0,149999.86,Unknown,M,699996.0,2.0,TYPE-A,35.0,2.0,ANNUAL,1,0.21428673878136445,62,2013,10,31,70455.0,0
32.0,100000.0,M,M,399996.0,1.0,TYPE-B,53.0,2.0,ANNUAL,0,0.25000250002500024,2091,2008,4,11,106424.0,1
12.0,180001.44,M,M,3000000.0,2.0,TYPE-B,62.0,1.0,MONTHLY,0,0.06000048,460,2012,9,28,124744.0,0
91.0,172385.78,Unknown,M,499992.0,2.0,TYPE-A,53.0,0.0,ANNUAL,1,0.3447770764332229,520,2012,7,30,106636.0,1
12.0,200000.0,M,M,650004.0,1.0,TYPE-B,43.0,1.0,SEMI-ANNUAL,3,0.3076904142128356,1099,2010,12,29,86430.0,0
9.0,100000.0,M,M,600000.0,1.0,TYPE-B,43.0,2.0,SEMI-ANNUAL,0,0.16666666666666666,1766,2009,3,2,86387.0,0
30.0,174999.0,M,M,5000004.0,1.0,TYPE-B,54.0,3.0,ANNUAL,1,0.0349997720001824,1577,2009,9,7,108486.0,1
12.0,100000.0,M,M,432000.0,1.0,TYPE-B,46.0,3.0,SEMI-ANNUAL,0,0.23148148148148148,408,2012,11,19,92552.0,1
12.0,100000.0,M,M,350004.0,1.0,TYPE-B,57.0,2.0,ANNUAL,2,0.28571102044548063,1311,2010,5,31,114570.0,0
27.0,150000.0,M,M,450000.0,1.0,TYPE-B,48.0,3.0,ANNUAL,0,0.3333333333333333,1205,2010,9,14,96480.0,1
17.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,38.0,0.0,SEMI-ANNUAL,0,0.1818195041418483,2070,2008,5,2,76304.0,1
27.0,100000.0,S,M,399996.0,1.0,TYPE-B,26.0,0.0,QUARTERLY,3,0.25000250002500024,1405,2010,2,26,52260.0,1
22.0,100005.0,Unknown,Unknown,549996.0,1.0,TYPE-B,60.0,0.0,ANNUAL,3,0.1818285951170554,1555,2009,9,29,120540.0,1
32.0,101659.92,S,M,300000.0,1.0,TYPE-A,27.0,0.0,MONTHLY,1,0.3388664,817,2011,10,7,54297.0,1
32.0,149999.14,Unknown,M,900000.0,1.0,TYPE-A,40.0,0.0,ANNUAL,1,0.16666571111111111,824,2011,9,30,80440.0,1
12.0,999000.0,M,M,9600000.0,1.0,TYPE-B,44.0,2.0,ANNUAL,1,0.1040625,1821,2009,1,6,88396.0,1
17.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,48.0,0.0,SEMI-ANNUAL,1,0.1818195041418483,2102,2008,3,31,96384.0,0
17.0,100000.0,M,F,549996.0,4.0,TYPE-B,34.0,1.0,ANNUAL,1,0.1818195041418483,2102,2008,3,31,68272.0,0
22.0,150000.0,M,M,949992.0,1.0,TYPE-B,53.0,3.0,ANNUAL,2,0.15789606649319152,919,2011,6,27,106583.0,1
27.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,85.0,0.0,ANNUAL,1,0.1818195041418483,1251,2010,7,30,170850.0,0
12.0,200004.0,M,M,3500004.0,1.0,TYPE-B,53.0,2.0,ANNUAL,0,0.057143934692646066,1066,2011,1,31,106583.0,0
70.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,49.0,0.0,SEMI-ANNUAL,1,0.1818195041418483,1463,2009,12,30,98441.0,0
17.0,120000.96,M,F,499992.0,2.0,TYPE-A,66.0,2.0,MONTHLY,3,0.24000576009216149,366,2012,12,31,132792.0,0
30.0,600004.8,M,M,3000000.0,1.0,TYPE-B,55.0,1.0,MONTHLY,3,0.20000160000000003,1738,2009,3,30,110495.0,1
17.0,123693.6,M,M,399996.0,2.0,TYPE-A,44.0,3.0,MONTHLY,3,0.3092370923709237,93,2013,9,30,88572.0,0
12.0,100000.0,M,F,150000.0,1.0,TYPE-B,38.0,1.0,ANNUAL,0,0.6666666666666666,1554,2009,9,30,76342.0,0
17.0,119988.91,M,M,999996.0,1.0,TYPE-A,45.0,3.0,ANNUAL,0,0.11998938995755984,231,2013,5,15,90585.0,0
17.0,120000.96,M,M,1500000.0,1.0,TYPE-B,48.0,3.0,MONTHLY,1,0.08000064,1678,2009,5,29,96432.0,0
42.0,250000.0,M,M,2760000.0,1.0,TYPE-B,53.0,2.0,ANNUAL,1,0.09057971014492754,1282,2010,6,29,106530.0,0
12.0,500000.0,M,M,4500000.0,2.0,TYPE-B,44.0,2.0,ANNUAL,2,0.1111111111111111,276,2013,3,31,88572.0,0
17.0,120000.0,M,M,249996.0,1.0,TYPE-B,34.0,2.0,ANNUAL,0,0.480007680122882,2133,2008,2,29,68272.0,0
22.0,100000.0,S,M,399996.0,1.0,TYPE-B,24.0,0.0,ANNUAL,0,0.25000250002500024,1435,2010,1,27,48240.0,0
17.0,114998.96,M,M,999996.0,1.0,TYPE-A,49.0,2.0,ANNUAL,3,0.11499941999768,125,2013,8,29,98637.0,0
22.0,107213.68,M,M,300000.0,1.0,TYPE-A,28.0,1.0,SEMI-ANNUAL,3,0.3573789333333333,93,2013,9,30,56364.0,0
17.0,100000.0,M,M,399996.0,1.0,TYPE-B,49.0,3.0,ANNUAL,1,0.25000250002500024,1463,2009,12,30,98441.0,1
36.0,100000.0,M,M,375000.0,1.0,TYPE-B,59.0,2.0,ANNUAL,0,0.26666666666666666,1227,2010,8,23,118590.0,0
80.0,200000.4,Unknown,M,3000000.0,1.0,TYPE-A,54.0,0.0,ANNUAL,2,0.0666668,215,2013,5,31,108702.0,0
27.0,150000.0,M,M,900000.0,1.0,TYPE-B,44.0,3.0,ANNUAL,0,0.16666666666666666,1444,2010,1,18,88440.0,1
32.0,412596.96,M,M,1899996.0,1.0,TYPE-A,66.0,2.0,ANNUAL,3,0.2171567519089514,140,2013,8,14,132858.0,0
63.0,235999.97,Unknown,M,199992.0,2.0,TYPE-A,76.0,1.0,ANNUAL,1,1.1800470518820754,701,2012,1,31,152912.0,0
12.0,150000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,51.0,0.0,ANNUAL,1,0.27272925621277244,1286,2010,6,25,102510.0,0
32.0,101017.07,Unknown,M,3000000.0,1.0,TYPE-A,40.0,2.0,ANNUAL,2,0.03367235666666667,881,2011,8,4,80440.0,0
32.0,299999.54,Unknown,M,99996.0,2.0,TYPE-A,62.0,0.0,SEMI-ANNUAL,2,3.0001154046161846,147,2013,8,7,124806.0,0
17.0,100000.0,M,F,399996.0,1.0,TYPE-B,58.0,1.0,ANNUAL,0,0.25000250002500024,2042,2008,5,30,116464.0,0
17.0,121855.8,Unknown,M,499992.0,2.0,TYPE-A,41.0,0.0,MONTHLY,1,0.24371549944799117,526,2012,7,24,82492.0,0
65.0,200000.0,M,F,450000.0,1.0,TYPE-B,28.0,3.0,SEMI-ANNUAL,1,0.4444444444444444,1251,2010,7,30,56280.0,0
22.0,100000.0,M,M,500004.0,1.0,TYPE-B,48.0,3.0,ANNUAL,3,0.1999984000127999,1728,2009,4,9,96432.0,1
27.0,100000.0,S,M,350004.0,1.0,TYPE-B,24.0,0.0,ANNUAL,3,0.28571102044548063,1433,2010,1,29,48240.0,0
16.0,180000.0,S,F,399996.0,1.0,TYPE-B,59.0,0.0,MONTHLY,1,0.4500045000450005,1660,2009,6,16,118531.0,0
34.0,200000.0,M,M,600000.0,1.0,TYPE-B,60.0,2.0,ANNUAL,2,0.3333333333333333,1233,2010,8,17,120600.0,1
43.0,100000.0,M,M,1200000.0,1.0,TYPE-B,41.0,1.0,ANNUAL,0,0.08333333333333333,2039,2008,6,2,82328.0,0
68.0,334444.64,M,M,799992.0,2.0,TYPE-A,37.0,2.0,ANNUAL,2,0.41805998059980604,359,2013,1,7,74481.0,0
17.0,200000.0,M,F,999996.0,5.0,TYPE-B,37.0,3.0,ANNUAL,3,0.2000008000032,1737,2009,3,31,74333.0,0
12.0,200000.0,M,F,474996.0,5.0,TYPE-B,62.0,2.0,ANNUAL,1,0.4210561773151774,1408,2010,2,23,124620.0,0
54.0,600001.16,M,M,2250000.0,2.0,TYPE-A,51.0,3.0,ANNUAL,2,0.26666718222222224,276,2013,3,31,102663.0,0
17.0,100000.0,M,F,144000.0,1.0,TYPE-B,46.0,1.0,ANNUAL,0,0.6944444444444444,1888,2008,10,31,92368.0,0
53.0,100000.0,M,M,600000.0,1.0,TYPE-B,42.0,2.0,ANNUAL,0,0.16666666666666666,1295,2010,6,16,84420.0,0
12.0,120000.0,M,M,444000.0,1.0,TYPE-B,56.0,1.0,SEMI-ANNUAL,0,0.2702702702702703,307,2013,2,28,112728.0,1
12.0,100000.0,M,M,399996.0,1.0,TYPE-B,36.0,2.0,ANNUAL,0,0.25000250002500024,1527,2009,10,27,72324.0,0
17.0,100246.4,Unknown,Unknown,549996.0,1.0,TYPE-B,65.0,1.0,ANNUAL,1,0.18226750740005382,1555,2009,9,29,130585.0,0
17.0,100000.0,S,M,500004.0,1.0,TYPE-B,23.0,0.0,ANNUAL,1,0.1999984000127999,2067,2008,5,5,46184.0,0
12.0,120000.96,S,M,499992.0,2.0,TYPE-B,24.0,0.0,MONTHLY,0,0.24000576009216149,316,2013,2,19,48312.0,1
12.0,120000.96,M,M,600000.0,2.0,TYPE-B,33.0,1.0,MONTHLY,2,0.2000016,307,2013,2,28,66429.0,0
17.0,100515.24,M,M,999996.0,1.0,TYPE-A,47.0,1.0,ANNUAL,3,0.10051564206256826,1171,2010,10,18,94470.0,1
32.0,100000.76,M,M,549996.0,6.0,TYPE-A,63.0,1.0,ANNUAL,1,0.18182088597007978,649,2012,3,23,126756.0,1
39.0,142499.25,S,F,999996.0,1.0,TYPE-B,55.0,0.0,ANNUAL,2,0.14249981999928,1220,2010,8,30,110550.0,0
12.0,162001.2,Unknown,M,549996.0,1.0,TYPE-B,62.0,0.0,MONTHLY,0,0.29454977854384395,1034,2011,3,4,124682.0,1
88.0,110000.48,Unknown,M,600000.0,2.0,TYPE-A,39.0,0.0,ANNUAL,3,0.18333413333333332,763,2011,11,30,78429.0,0
12.0,100000.8,M,F,450000.0,2.0,TYPE-B,28.0,3.0,MONTHLY,1,0.222224,520,2012,7,30,56336.0,1
17.0,300000.0,M,M,384996.0,1.0,TYPE-B,39.0,3.0,ANNUAL,0,0.7792288751051959,2049,2008,5,23,78312.0,1
57.0,100000.0,M,M,600000.0,1.0,TYPE-B,38.0,1.0,ANNUAL,2,0.16666666666666666,1386,2010,3,17,76380.0,1
71.0,125911.2,M,M,349992.0,2.0,TYPE-A,33.0,1.0,SEMI-ANNUAL,0,0.359754508674484,65,2013,10,28,66429.0,0
17.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,46.0,0.0,ANNUAL,2,0.1818195041418483,1311,2010,5,31,92460.0,1
27.0,105000.0,M,M,399996.0,1.0,TYPE-B,33.0,1.0,ANNUAL,0,0.26250262502625027,1377,2010,3,26,66330.0,0
43.0,100000.0,M,M,450000.0,1.0,TYPE-B,51.0,2.0,SEMI-ANNUAL,1,0.2222222222222222,1237,2010,8,13,102510.0,0
17.0,299971.2,M,M,999996.0,2.0,TYPE-A,36.0,2.0,MONTHLY,1,0.29997239988959956,93,2013,9,30,72468.0,0
27.0,101953.33,S,M,600000.0,1.0,TYPE-A,30.0,0.0,ANNUAL,3,0.16992221666666668,317,2013,2,18,60390.0,0
17.0,150000.01,M,M,1659996.0,1.0,TYPE-A,30.0,1.0,ANNUAL,2,0.09036166954619168,125,2013,8,29,60390.0,0
35.0,400000.0,M,M,2000004.0,1.0,TYPE-B,60.0,3.0,ANNUAL,3,0.1999996000008,1342,2010,4,30,120600.0,1
12.0,300000.0,M,M,3000000.0,1.0,TYPE-B,41.0,1.0,ANNUAL,2,0.1,642,2012,3,30,82492.0,1
12.0,109999.92,Unknown,M,549996.0,6.0,TYPE-B,67.0,1.0,ANNUAL,1,0.20000130910042982,642,2012,3,30,134804.0,0
12.0,150000.0,M,M,499992.0,1.0,TYPE-B,40.0,3.0,ANNUAL,1,0.30000480007680125,276,2013,3,31,80520.0,0
12.0,100000.0,M,F,600000.0,2.0,TYPE-B,44.0,2.0,ANNUAL,0,0.16666666666666666,701,2012,1,31,88528.0,1
17.0,180450.67,M,M,999996.0,1.0,TYPE-A,42.0,2.0,ANNUAL,3,0.18045139180556724,175,2013,7,10,84546.0,0
27.0,123800.47,M,M,360000.0,1.0,TYPE-A,29.0,3.0,ANNUAL,0,0.34389019444444446,260,2013,4,16,58377.0,0
78.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,53.0,0.0,SEMI-ANNUAL,3,0.1818195041418483,1318,2010,5,24,106530.0,0
27.0,359387.16,M,M,1200000.0,2.0,TYPE-A,51.0,2.0,MONTHLY,3,0.29948929999999996,285,2013,3,22,102663.0,0
12.0,600004.8,M,M,1800000.0,2.0,TYPE-B,43.0,3.0,MONTHLY,1,0.333336,642,2012,3,30,86516.0,1
29.0,200000.0,M,M,549996.0,6.0,TYPE-B,66.0,3.0,ANNUAL,1,0.3636390082836966,1281,2010,6,30,132660.0,0
17.0,100000.8,W,F,549996.0,4.0,TYPE-B,35.0,0.0,MONTHLY,1,0.18182095869788145,1951,2008,8,29,70280.0,1
27.0,100000.0,M,M,600000.0,1.0,TYPE-B,36.0,2.0,ANNUAL,3,0.16666666666666666,1405,2010,2,26,72360.0,0
12.0,150001.2,M,M,300000.0,2.0,TYPE-B,37.0,2.0,MONTHLY,0,0.500004,93,2013,9,30,74481.0,0
22.0,103580.0,M,M,999996.0,1.0,TYPE-B,35.0,2.0,ANNUAL,1,0.10358041432165728,1463,2009,12,30,70315.0,0
12.0,1000000.0,S,M,1950000.0,2.0,TYPE-B,25.0,0.0,ANNUAL,0,0.5128205128205128,277,2013,3,30,50325.0,0
94.0,149999.51,Unknown,F,699996.0,1.0,TYPE-A,37.0,0.0,ANNUAL,1,0.21428623877850733,908,2011,7,8,74407.0,0
12.0,100000.0,M,M,349992.0,1.0,TYPE-B,34.0,3.0,ANNUAL,3,0.28572081647580516,680,2012,2,21,68408.0,1
12.0,200000.0,M,M,2499996.0,1.0,TYPE-B,38.0,2.0,SEMI-ANNUAL,2,0.0800001280002048,106,2013,9,17,76494.0,0
12.0,120000.96,D,F,600000.0,1.0,TYPE-B,35.0,0.0,MONTHLY,1,0.2000016,523,2012,7,27,70420.0,0
44.0,300000.0,M,M,600000.0,1.0,TYPE-B,41.0,1.0,ANNUAL,1,0.5,1835,2008,12,23,82328.0,1
17.0,100000.0,Unknown,Unknown,549996.0,1.0,TYPE-B,62.0,3.0,ANNUAL,1,0.1818195041418483,1919,2008,9,30,124496.0,0
12.0,120000.0,Unknown,M,291996.0,2.0,TYPE-B,65.0,0.0,ANNUAL,1,0.41096453376073644,259,2013,4,17,130845.0,0
12.0,100000.0,S,M,379992.0,2.0,TYPE-B,33.0,0.0,ANNUAL,2,0.26316343501968464,701,2012,1,31,66396.0,1
17.0,121195.32,M,F,1500000.0,1.0,TYPE-A,39.0,2.0,MONTHLY,3,0.08079688,348,2013,1,18,78507.0,0
27.0,309045.34,M,M,1200000.0,2.0,TYPE-A,39.0,3.0,SEMI-ANNUAL,3,0.2575377833333334,86,2013,10,7,78507.0,0
24.0,120000.0,M,F,300000.0,1.0,TYPE-B,70.0,2.0,MONTHLY,3,0.4,1219,2010,8,31,140700.0,0
22.0,123707.28,M,M,499992.0,1.0,TYPE-A,61.0,1.0,MONTHLY,3,0.24741851869629913,154,2013,7,31,122793.0,0
12.0,100000.0,M,M,390000.0,1.0,TYPE-B,50.0,2.0,SEMI-ANNUAL,2,0.2564102564102564,1882,2008,11,6,100400.0,0
27.0,235949.16,M,M,2850000.0,1.0,TYPE-A,34.0,1.0,MONTHLY,3,0.08278917894736842,44,2013,11,18,68442.0,0
40.0,100000.0,M,F,500004.0,1.0,TYPE-B,54.0,1.0,ANNUAL,2,0.1999984000127999,1414,2010,2,17,108540.0,0
