MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,AGENT_PERFORMANCE,INCOME_TO_FEE_RATIO,START_YEAR,START_MONTH,START_DAY,MEMBER_MARITAL_STATUS_D,MEMBER_MARITAL_STATUS_M,MEMBER_MARITAL_STATUS_S,MEMBER_MARITAL_STATUS_Unknown,MEMBER_MARITAL_STATUS_W,MEMBER_GENDER_F,MEMBER_GENDER_M,MEMBER_GENDER_Unknown,MEMBERSHIP_PACKAGE_TYPE-A,MEMBERSHIP_PACKAGE_TYPE-B,PAYMENT_MODE_ANNUAL,PAYMENT_MODE_MONTHLY,PAYMENT_MODE_QUARTERLY,PAYMENT_MODE_SEMI-ANNUAL,PAYMENT_MODE_SINGLE-PREMIUM
17.0,103090.03,499992.0,2.0,34.0,2.0,0,0.20618335893374293,2013,2,19,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
32.0,100000.0,200004.0,1.0,62.0,3.0,3,0.499990000199996,2010,8,31,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
102.0,100514.82,549996.0,1.0,36.0,0.0,1,0.1827555473130714,2010,12,24,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
34.0,400000.0,8499996.0,1.0,51.0,0.0,1,0.0470588456747509,2009,8,14,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
17.0,123703.44,450000.0,2.0,54.0,1.0,2,0.27489653333333336,2013,3,19,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
12.0,100001.0,450000.0,1.0,55.0,3.0,0,0.22222444444444445,2011,3,10,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
50.0,100000.0,600000.0,1.0,35.0,2.0,2,0.16666666666666666,2009,3,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
22.0,180001.44,300000.0,1.0,26.0,0.0,1,0.6000048,2009,9,15,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
17.0,100000.0,375000.0,1.0,29.0,0.0,1,0.26666666666666666,2008,12,8,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
9.0,100000.0,1500000.0,1.0,25.0,0.0,0,0.06666666666666667,2008,12,29,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
12.0,200000.0,549996.0,1.0,59.0,0.0,2,0.3636390082836966,2010,10,29,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
17.0,258109.23,600000.0,2.0,65.0,2.0,2,0.43018205000000004,2011,12,22,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
22.0,103089.84,6000000.0,1.0,44.0,2.0,3,0.017181639999999998,2013,8,6,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
82.0,205052.17,549996.0,6.0,76.0,0.0,3,0.37282483872609984,2013,6,24,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,150000.0,300000.0,1.0,39.0,3.0,2,0.5,2008,3,20,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
64.0,120000.0,260004.0,1.0,19.0,0.0,3,0.46153136105598375,2008,9,16,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
12.0,996542.0,1500000.0,2.0,29.0,1.0,1,0.6643613333333334,2013,3,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
22.0,123707.88,999996.0,1.0,49.0,1.0,3,0.12370837483349933,2013,6,24,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
92.0,149999.6,549996.0,6.0,74.0,0.0,1,0.2727285289347559,2013,9,30,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,100000.0,399996.0,5.0,38.0,2.0,1,0.25000250002500024,2008,5,5,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
22.0,100000.0,506424.0,1.0,37.0,1.0,1,0.19746299543465554,2009,5,27,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
59.0,100000.0,399996.0,1.0,24.0,0.0,1,0.25000250002500024,2008,3,24,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
17.0,630549.0,1899996.0,1.0,46.0,2.0,3,0.3318685934075651,2013,10,31,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
12.0,150000.0,549996.0,1.0,45.0,3.0,0,0.27272925621277244,2010,1,20,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,100000.0,420000.0,1.0,34.0,1.0,0,0.23809523809523808,2009,3,24,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
17.0,309269.9,549996.0,6.0,83.0,0.0,3,0.5623129986399902,2013,8,30,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
32.0,101496.16,399996.0,2.0,50.0,2.0,1,0.2537429374293743,2012,3,26,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
12.0,100000.0,300000.0,1.0,30.0,1.0,0,0.3333333333333333,2008,7,17,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
22.0,103090.07,180000.0,2.0,50.0,2.0,3,0.5727226111111111,2013,11,25,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
32.0,200000.0,1249992.0,1.0,59.0,1.0,0,0.16000102400655364,2012,12,18,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
22.0,100000.0,549996.0,1.0,53.0,1.0,1,0.1818195041418483,2010,1,6,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
82.0,109299.97,399996.0,1.0,20.0,0.0,2,0.2732526575265753,2012,12,28,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
12.0,100000.8,399996.0,1.0,25.0,0.0,1,0.25000450004500047,2009,3,9,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
38.0,195000.0,549996.0,4.0,46.0,3.0,1,0.3545480330766042,2008,12,17,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
22.0,154635.15,309996.0,2.0,47.0,2.0,3,0.4988295010258197,2013,10,8,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
27.0,100000.0,249996.0,1.0,28.0,0.0,3,0.4000064001024016,2010,2,26,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
17.0,120407.84,1500000.0,1.0,51.0,1.0,0,0.08027189333333333,2012,2,9,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
12.0,100000.0,499992.0,1.0,38.0,1.0,0,0.2000032000512008,2013,1,31,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
17.0,150000.0,699996.0,1.0,36.0,1.0,2,0.21428693878250732,2010,3,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
51.0,525000.0,999996.0,1.0,33.0,3.0,1,0.5250021000084001,2009,6,24,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,320004.0,1.0,49.0,1.0,0,0.31249609379882753,2010,3,31,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
64.0,111134.64,600000.0,2.0,41.0,3.0,2,0.1852244,2012,5,31,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
22.0,100000.0,2400000.0,1.0,39.0,2.0,1,0.041666666666666664,2010,1,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,499992.0,1.0,59.0,0.0,3,0.2000032000512008,2012,3,30,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
12.0,100000.0,249996.0,1.0,24.0,0.0,0,0.4000064001024016,2008,6,30,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
89.0,118359.57,999996.0,2.0,44.0,0.0,3,0.11836004344017377,2012,6,25,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,150000.0,549996.0,1.0,21.0,3.0,0,0.27272925621277244,2010,3,23,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
17.0,108640.32,300000.0,1.0,36.0,2.0,0,0.3621344,2011,8,30,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
53.0,201029.52,549996.0,1.0,60.0,3.0,2,0.3655108764427377,2011,4,28,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
31.0,140000.0,249996.0,1.0,54.0,0.0,0,0.5600089601433623,2009,1,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
17.0,100000.0,249996.0,1.0,57.0,2.0,2,0.4000064001024016,2010,3,31,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
12.0,100000.0,360000.0,1.0,45.0,3.0,0,0.2777777777777778,2008,3,6,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
99.0,145408.45,2499996.0,4.0,62.0,0.0,1,0.058163473061556906,2013,5,31,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
12.0,100000.0,799992.0,2.0,43.0,2.0,2,0.12500125001250012,2012,3,16,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,150000.0,549996.0,1.0,43.0,0.0,3,0.27272925621277244,2011,2,14,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
26.0,360002.88,699996.0,1.0,58.0,2.0,3,0.5142927673872422,2008,11,28,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
56.0,100000.0,249996.0,1.0,27.0,3.0,0,0.4000064001024016,2008,3,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,250000.0,3600000.0,2.0,52.0,0.0,0,0.06944444444444445,2012,12,10,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
56.0,100000.0,750000.0,1.0,38.0,2.0,2,0.13333333333333333,2010,8,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,179999.28,499992.0,2.0,43.0,3.0,3,0.3600043200691211,2013,3,12,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
50.0,200100.38,1015776.0,1.0,54.0,3.0,0,0.1969926243581262,2012,12,28,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
21.0,100000.0,549996.0,4.0,64.0,2.0,3,0.1818195041418483,2009,6,29,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
12.0,120000.96,530004.0,1.0,36.0,1.0,0,0.22641519686643877,2011,3,31,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
41.0,100000.0,549996.0,4.0,43.0,2.0,3,0.1818195041418483,2009,10,30,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
58.0,152000.12,489996.0,2.0,73.0,3.0,2,0.3102068588315007,2011,11,29,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,100000.0,399996.0,2.0,63.0,3.0,1,0.25000250002500024,2012,10,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,105192.84,750000.0,1.0,54.0,3.0,3,0.14025711999999999,2013,5,29,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
22.0,150000.0,399996.0,1.0,72.0,1.0,0,0.37500375003750036,2010,6,17,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
46.0,100000.0,800004.0,1.0,48.0,2.0,1,0.12499937500312498,2010,7,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,120139.8,549996.0,6.0,79.0,3.0,3,0.21843758863700827,2013,8,13,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
27.0,100000.0,549996.0,1.0,39.0,1.0,0,0.1818195041418483,2010,3,8,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
69.0,133738.2,1449996.0,1.0,36.0,1.0,0,0.0922334958165402,2013,7,29,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
17.0,251260.98,699996.0,2.0,46.0,1.0,0,0.35894630826461865,2013,8,30,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
12.0,200000.0,1500000.0,2.0,50.0,3.0,1,0.13333333333333333,2012,7,27,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
17.0,114998.96,1200000.0,1.0,57.0,1.0,3,0.09583246666666667,2013,9,10,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
43.0,150000.0,1200000.0,1.0,51.0,2.0,0,0.125,2010,6,25,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
58.0,100000.2,450000.0,1.0,61.0,3.0,1,0.22222266666666665,2013,3,31,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
32.0,200000.14,6499992.0,1.0,47.0,1.0,2,0.030769290177587914,2013,3,26,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
90.0,100000.09,1399992.0,1.0,47.0,0.0,1,0.07142904388025074,2011,9,27,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,299999.84,549996.0,6.0,80.0,3.0,2,0.5454582215143383,2013,2,15,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
27.0,100000.0,600000.0,1.0,68.0,2.0,3,0.16666666666666666,2010,1,25,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
22.0,150001.2,399996.0,1.0,36.0,2.0,0,0.3750067500675007,2010,6,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
22.0,150000.0,999996.0,1.0,58.0,3.0,2,0.1500006000024,2009,7,21,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,549996.0,1.0,47.0,0.0,2,0.1818195041418483,2011,1,20,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
27.0,100000.0,399996.0,1.0,38.0,3.0,0,0.25000250002500024,2007,11,30,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
78.0,100000.0,549996.0,1.0,63.0,0.0,1,0.1818195041418483,2010,8,31,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
22.0,103090.16,450000.0,1.0,43.0,0.0,3,0.22908924444444445,2013,11,11,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
74.0,150000.34,699996.0,2.0,29.0,2.0,3,0.21428742449956856,2011,10,31,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
12.0,120001.08,300000.0,1.0,58.0,3.0,0,0.4000036,2008,3,31,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
12.0,100000.0,500004.0,1.0,46.0,1.0,1,0.1999984000127999,2010,8,27,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
87.0,253000.4,2649996.0,1.0,50.0,0.0,2,0.0954719931652727,2011,10,31,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
12.0,110000.0,450000.0,1.0,29.0,3.0,0,0.24444444444444444,2011,1,10,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,120000.96,300000.0,1.0,43.0,2.0,0,0.4000032,2011,1,31,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
27.0,100000.0,350004.0,1.0,34.0,3.0,1,0.28571102044548063,2010,8,30,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
12.0,100001.76,999996.0,1.0,50.0,2.0,1,0.10000216000864003,2010,12,31,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
32.0,103090.02,799992.0,1.0,65.0,0.0,1,0.1288638136381364,2013,7,29,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,131829.84,900000.0,1.0,60.0,1.0,2,0.14647759999999999,2012,7,31,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
42.0,100000.0,549996.0,1.0,13.0,1.0,0,0.1818195041418483,2009,4,9,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
27.0,100000.0,500004.0,1.0,24.0,0.0,3,0.1999984000127999,2010,1,29,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
12.0,300000.0,2499996.0,1.0,43.0,3.0,0,0.1200001920003072,2010,8,27,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,144001.08,600000.0,1.0,28.0,1.0,1,0.2400018,2008,9,23,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
12.0,110000.0,499992.0,2.0,52.0,0.0,1,0.2200035200563209,2013,8,22,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
27.0,100000.0,500004.0,1.0,33.0,2.0,2,0.1999984000127999,2008,2,29,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
19.0,100000.0,300000.0,1.0,76.0,1.0,3,0.3333333333333333,2010,2,26,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
17.0,106378.32,3000000.0,5.0,53.0,3.0,2,0.03545944,2012,9,26,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
17.0,200000.0,860004.0,1.0,35.0,1.0,1,0.23255705787414943,2008,12,31,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
32.0,100000.76,549996.0,6.0,63.0,1.0,1,0.18182088597007978,2012,3,23,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
43.0,100000.0,6305928.0,1.0,51.0,2.0,0,0.015858094161557187,2010,4,13,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
87.0,101063.56,1627356.0,2.0,50.0,0.0,2,0.062102920319831674,2012,3,28,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
12.0,200000.0,549996.0,1.0,55.0,0.0,1,0.3636390082836966,2010,11,26,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,450000.0,1.0,37.0,1.0,0,0.2222222222222222,2010,3,29,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
57.0,100000.16,499992.0,2.0,72.0,2.0,3,0.2000035200563209,2011,11,30,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,250000.88,1999992.0,2.0,55.0,0.0,3,0.12500094000376002,2013,5,31,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
82.0,160000.0,549996.0,6.0,65.0,0.0,1,0.2909112066269573,2010,5,6,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
17.0,106000.29,600000.0,1.0,52.0,1.0,3,0.17666715,2013,1,11,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
12.0,100000.0,379992.0,1.0,29.0,2.0,2,0.26316343501968464,2012,3,21,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,240001.8,999996.0,2.0,50.0,2.0,0,0.24000276001104004,2012,1,12,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
12.0,125000.03,649992.0,2.0,51.0,3.0,1,0.19231010535514284,2012,2,24,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,600000.0,688195104.0,2.0,10.0,3.0,0,0.0008718457840118549,2012,12,7,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
53.0,100000.0,600000.0,1.0,41.0,3.0,0,0.16666666666666666,2009,12,29,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
22.0,399999.54,2499996.0,1.0,43.0,0.0,1,0.16000007200011518,2013,9,27,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,100000.4,600000.0,2.0,34.0,0.0,2,0.16666733333333333,2012,12,19,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
96.0,149999.88,549996.0,6.0,73.0,0.0,2,0.2727290380293675,2013,4,25,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
17.0,150000.0,2499996.0,1.0,27.0,2.0,3,0.0600000960001536,2008,9,29,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,325800.0,1.0,60.0,1.0,2,0.3069367710251688,2011,6,30,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
12.0,125000.0,240000.0,1.0,37.0,3.0,1,0.5208333333333334,2011,2,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
70.0,100000.0,549996.0,1.0,55.0,0.0,1,0.1818195041418483,2010,1,29,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
12.0,200000.0,804000.0,1.0,28.0,0.0,0,0.24875621890547264,2007,9,28,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
102.0,182235.16,549996.0,6.0,73.0,0.0,3,0.33133906428410387,2012,5,25,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
27.0,137304.22,699996.0,2.0,47.0,3.0,1,0.1961500065714661,2013,8,19,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
12.0,120000.96,900000.0,1.0,41.0,2.0,1,0.13333440000000002,2011,3,25,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
22.0,100000.0,800004.0,5.0,40.0,1.0,1,0.12499937500312498,2009,11,16,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
9.0,100000.0,600000.0,1.0,33.0,0.0,0,0.16666666666666666,2009,3,19,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
17.0,105077.36,499992.0,2.0,64.0,2.0,3,0.21015808252932047,2013,9,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
39.0,200000.0,660000.0,1.0,55.0,1.0,1,0.30303030303030304,2010,8,19,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
46.0,120000.96,240000.0,1.0,38.0,3.0,1,0.500004,2008,5,5,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
27.0,120000.0,399996.0,1.0,58.0,2.0,1,0.3000030000300003,2010,9,13,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,150000.0,500004.0,1.0,46.0,3.0,2,0.29999760001919984,2009,9,25,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,549996.0,1.0,47.0,0.0,1,0.1818195041418483,2011,1,31,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
12.0,100238.28,549996.0,1.0,43.0,2.0,0,0.1822527436563175,2007,12,26,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
44.0,100000.0,1700004.0,1.0,29.0,1.0,0,0.05882339100378587,2009,4,13,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
43.0,100000.0,399996.0,1.0,51.0,3.0,2,0.25000250002500024,2010,4,29,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,500004.0,1.0,35.0,3.0,0,0.1999984000127999,2011,1,24,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
22.0,199987.32,349992.0,1.0,27.0,2.0,0,0.5714054035520812,2013,2,12,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
61.0,100000.0,500004.0,1.0,33.0,2.0,2,0.1999984000127999,2010,4,9,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
22.0,100000.0,699996.0,1.0,40.0,1.0,1,0.1428579591883382,2008,12,24,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,354072.0,2.0,41.0,0.0,2,0.28242843263517026,2011,12,28,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
12.0,184505.16,600000.0,1.0,49.0,0.0,1,0.3075086,2010,10,28,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
17.0,121855.8,499992.0,2.0,41.0,0.0,1,0.24371549944799117,2012,7,24,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
22.0,120000.0,549996.0,6.0,64.0,0.0,3,0.21818340497021796,2010,2,15,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
12.0,100000.0,14400000.0,1.0,42.0,1.0,0,0.006944444444444444,2007,1,24,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
63.0,100000.0,549996.0,4.0,29.0,0.0,0,0.1818195041418483,2010,3,31,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
22.0,103090.02,549996.0,6.0,65.0,0.0,0,0.18743776318373226,2013,10,31,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
48.0,150001.2,350004.0,1.0,36.0,0.0,1,0.4285699592004663,2008,9,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
12.0,100000.0,500004.0,1.0,41.0,0.0,0,0.1999984000127999,2009,10,30,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
35.0,400000.0,999996.0,1.0,49.0,2.0,1,0.4000016000064,2009,4,13,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
27.0,199991.6,999996.0,1.0,60.0,0.0,1,0.1999923999695999,2012,3,26,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
55.0,100000.0,399996.0,1.0,40.0,2.0,0,0.25000250002500024,2010,3,5,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
17.0,123693.6,399996.0,2.0,44.0,3.0,3,0.3092370923709237,2013,9,30,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
72.0,299999.95,109992.0,1.0,57.0,0.0,1,2.727470634227944,2013,7,26,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
32.0,197012.34,999996.0,2.0,58.0,0.0,2,0.1970131280525122,2012,7,9,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
55.0,120000.0,492996.0,1.0,40.0,3.0,1,0.24340968283718326,2010,6,29,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
17.0,119995.44,549996.0,6.0,74.0,0.0,3,0.2181751140008291,2013,3,8,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
22.0,123602.76,450000.0,1.0,61.0,0.0,3,0.2746728,2013,6,20,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
70.0,100514.82,549996.0,1.0,36.0,2.0,0,0.1827555473130714,2010,12,22,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
17.0,180051.36,949992.0,5.0,58.0,1.0,3,0.18952934340499708,2012,11,30,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
17.0,100000.62,549996.0,1.0,45.0,0.0,1,0.18182063142277397,2009,6,17,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
17.0,105136.92,180000.0,2.0,36.0,2.0,1,0.584094,2013,5,7,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
12.0,150001.2,2400000.0,1.0,40.0,0.0,0,0.0625005,2010,12,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
12.0,350000.0,815484.0,2.0,47.0,3.0,1,0.4291929700644035,2013,3,31,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
32.0,100000.0,500004.0,1.0,63.0,3.0,1,0.1999984000127999,2010,5,6,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,293456.59,724992.0,2.0,70.0,3.0,2,0.4047721767964336,2013,3,31,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
28.0,100000.0,273000.0,1.0,56.0,2.0,0,0.3663003663003663,2008,6,27,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
33.0,199998.0,350004.0,1.0,51.0,3.0,0,0.5714163266705523,2008,11,7,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
17.0,112218.0,349992.0,1.0,35.0,3.0,3,0.32063018583281905,2013,7,15,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.0,119992.32,1347960.0,1.0,52.0,2.0,3,0.08901771565921839,2013,1,28,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
96.0,101316.84,300000.0,2.0,35.0,0.0,1,0.3377228,2013,9,27,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
47.0,142000.0,999996.0,1.0,48.0,3.0,3,0.142000568002272,2010,3,10,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,549996.0,1.0,66.0,3.0,0,0.1818195041418483,2011,3,24,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
17.0,100000.8,350004.0,1.0,29.0,0.0,0,0.2857133061336442,2009,3,30,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
12.0,500000.0,300000.0,1.0,40.0,2.0,1,1.6666666666666667,2012,3,26,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
12.0,100000.0,375000.0,1.0,42.0,1.0,1,0.26666666666666666,2012,10,30,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
17.0,250000.0,578004.0,1.0,41.0,2.0,1,0.4325229583186275,2008,9,26,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
